benchmark\N	8	16	32	64	128	256	512	1024
mm_mul_restricted_ikj	0.6424412769	2.302559044	2.371180628	3.977024342	4.124080134	3.857807517	3.345386518	2.939980544
mm_mul_simple_ikj	0.5010961478	1.878032042	2.643750231	2.177094869	2.602720824	2.693997048	2.559088316	1.945639148
