benchmark\N	16	32	64	128	256	512	1024
mm_mul_simd_ikj	1.624232501	3.406376395	8.477470474	9.143251318	9.337447373	9.836033184	5.104945394
mm_mul_blocked_ikj	2.10638072	3.108517682	7.610041547	7.069970697	8.51461562	6.693262829	4.261404978
mm_mul_var_blocked_ikj	1.327823046	3.362469313	6.426757069	9.728756244	8.499441947	0.5777443431	4.768037419
mm_mul_restricted_ikj	1.98573752	3.663539513	8.789981768	8.443049952	8.656734057	8.168427141	4.878409291
mm_mul_simple_ikj	1.059673392	1.888806584	4.592759362	5.914901931	6.356694484	5.258192814	3.254117602
