benchmark\N	512	1024	1536	2048	2560	3072	3584	4096	4608	5120
matrix_sum_rowwise	3177.50303	14285.77657	25756.50655	63743.22188	72817.77778	117964.8	152373.1435	195766.8145	303338.0571	338687.3385
matrix_sum_colwise	2383.127273	11650.84444	26214.4	54260.07762	71389.97821	102913.675	118496.8266	201649.2308	166538.5412	273066.6667
