benchmark\N	16	32	64	128	256	512	1024	2048
mm_mul_blocked_ikj	1.988972431	2.167013772	3.78624354	3.670605278	3.864012328	3.365009421	3.102578688	3.26405867
mm_mul_var_blocked_ikj	1.725217391	2.008468244	3.562470894	3.984966716	3.675352209	3.476909165	2.43632186	2.32646872
mm_mul_restricted_ikj	1.837037037	2.363942836	2.965408733	1.533789201	1.469581966	1.977167871	1.738104529	1.904074197
mm_mul_simple_ikj	0.8730473047	0.9315812274	1.258265507	1.283562988	1.409184983	1.216640898	1.105071306	1.164654607
