1	0.00000000000008376632720796806097
2	0.00000000000009287015600989434461
3	0.00000000000008465450562766818621
4	0.00000000000008365530490550554532
5	0.00000000000008132383655379271659
6	0.00000000000008365530490550554532
7	0.00000000000008315570454442422488
8	0.00000000000008520961713998076448
9	0.00000000000008537615059367453796
10	0.00000000000008326672684688674053
11	0.00000000000008298917109073045140
12	0.00000000000008448797217397441273
13	0.00000000000008387734951043057663
14	0.00000000000008376632720796806097
15	0.00000000000008393286066166183446
16	0.00000000000008359979375427428749
17	0.00000000000008365530490550554532
18	0.00000000000008432143872028063925
19	0.00000000000008393286066166183446
20	0.00000000000008421041641781812359
21	0.00000000000008398837181289309228
22	0.00000000000008387734951043057663
23	0.00000000000008404388296412435011
24	0.00000000000008348877145181177184
25	0.00000000000008398837181289309228
26	0.00000000000008387734951043057663
27	0.00000000000008437694987151189707
28	0.00000000000008437694987151189707
29	0.00000000000008432143872028063925
30	0.00000000000008326672684688674053
31	0.00000000000008310019339319296705
32	0.00000000000008310019339319296705
33	0.00000000000008326672684688674053
34	0.00000000000008376632720796806097
35	0.00000000000008337774914934925619
36	0.00000000000008304468224196170922
37	0.00000000000008321121569565548270
38	0.00000000000008310019339319296705
39	0.00000000000008287814878826793574
40	0.00000000000008287814878826793574
41	0.00000000000008321121569565548270
42	0.00000000000008310019339319296705
43	0.00000000000008282263763703667792
44	0.00000000000008287814878826793574
45	0.00000000000008332223799811799836
46	0.00000000000008354428260304302967
47	0.00000000000008343326030058051401
48	0.00000000000008321121569565548270
49	0.00000000000008332223799811799836
50	0.00000000000008354428260304302967
51	0.00000000000008337774914934925619
52	0.00000000000008304468224196170922
53	0.00000000000008315570454442422488
54	0.00000000000008304468224196170922
55	0.00000000000008287814878826793574
56	0.00000000000008310019339319296705
57	0.00000000000008315570454442422488
58	0.00000000000008354428260304302967
59	0.00000000000008321121569565548270
60	0.00000000000008310019339319296705
61	0.00000000000008321121569565548270
62	0.00000000000008321121569565548270
63	0.00000000000008321121569565548270
64	0.00000000000008298917109073045140
65	0.00000000000008326672684688674053
