1	0.002581	0.000046	0.000000	0.000000
2	0.001392	0.000012	0.000000	0.000000
3	0.001214	0.000006	0.000000	0.000000
4	0.001085	0.000086	0.000000	0.000000
5	0.001491	0.000008	0.000000	0.000000
6	0.001368	0.000011	0.000000	0.000000
7	0.001483	0.000047	0.000000	0.000000
8	0.001362	0.000013	0.000000	0.000000
9	0.001541	0.000011	0.000000	0.000000
10	0.001585	0.000052	0.000000	0.000000
11	0.001626	0.000019	0.000000	0.000000
12	0.001694	0.000031	0.000000	0.000000
13	0.001755	0.000037	0.000000	0.000000
14	0.001738	0.000013	0.000000	0.000000
15	0.001837	0.000040	0.000000	0.000000
16	0.001845	0.000017	0.000000	0.000000
17	0.001865	0.000020	0.000000	0.000000
18	0.001940	0.000036	0.000000	0.000000
19	0.001972	0.000017	0.000000	0.000000
20	0.002050	0.000047	0.000000	0.000000
21	0.002134	0.000025	0.000000	0.000000
22	0.002212	0.000036	0.000000	0.000000
23	0.002583	0.000096	0.000000	0.000000
24	0.002798	0.000084	0.000000	0.000000
25	0.002414	0.000024	0.000000	0.000000
26	0.002500	0.000064	0.000000	0.000000
27	0.002498	0.000049	0.000000	0.000000
28	0.002472	0.000026	0.000000	0.000000
29	0.002552	0.000049	0.000000	0.000000
30	0.003034	0.000073	0.000000	0.000000
31	0.002734	0.000042	0.000000	0.000000
32	0.002617	0.000026	0.000000	0.000000
33	0.002657	0.000033	0.000000	0.000000
34	0.002754	0.000034	0.000000	0.000000
35	0.002792	0.000043	0.000000	0.000000
36	0.002769	0.000028	0.000000	0.000000
37	0.002752	0.000033	0.000000	0.000000
38	0.002839	0.000029	0.000000	0.000000
39	0.003276	0.000075	0.000000	0.000000
40	0.002931	0.000036	0.000000	0.000000
41	0.003269	0.000092	0.000000	0.000000
42	0.002893	0.000027	0.000000	0.000000
43	0.002909	0.000027	0.000000	0.000000
44	0.003002	0.000036	0.000000	0.000000
45	0.003086	0.000039	0.000000	0.000000
46	0.003268	0.000047	0.000000	0.000000
47	0.003188	0.000055	0.000000	0.000000
48	0.003259	0.000042	0.000000	0.000000
49	0.003163	0.000037	0.000000	0.000000
50	0.003151	0.000049	0.000000	0.000000
51	0.003168	0.000031	0.000000	0.000000
52	0.003208	0.000030	0.000000	0.000000
53	0.003224	0.000032	0.000000	0.000000
54	0.003138	0.000041	0.000000	0.000000
55	0.003271	0.000034	0.000000	0.000000
56	0.003353	0.000034	0.000000	0.000000
57	0.003185	0.000051	0.000000	0.000000
58	0.003394	0.000036	0.000000	0.000000
59	0.003383	0.000039	0.000000	0.000000
60	0.003327	0.000049	0.000000	0.000000
61	0.003418	0.000037	0.000000	0.000000
62	0.003442	0.000037	0.000000	0.000000
63	0.003466	0.000047	0.000000	0.000000
64	0.003553	0.000036	0.000000	0.000000
65	0.003662	0.000039	0.000000	0.000000
